scrape_date,flight_date,route,carrier,advance_days,base_fare,taxes_and_fees,total_fare
2026-08-12,2026-09-11,BOM-BLR,Air India,30,3985,717,4702
2026-08-12,2026-09-11,BOM-BLR,Air India,30,4583,824,5407
2026-08-12,2026-08-27,BOM-BLR,Air India,15,6111,1099,7210
2026-08-12,2026-08-27,BOM-BLR,Air India,15,5298,953,6251
2026-08-12,2026-08-27,BOM-BLR,Air India,15,5092,916,6008
2026-08-12,2026-08-27,BOM-BLR,Air India,15,5376,967,6343
2026-08-12,2026-08-27,BOM-BLR,Air India,15,5344,961,6305
2026-08-12,2026-08-19,BOM-BLR,Air India,7,7202,1296,8498
2026-08-12,2026-08-19,BOM-BLR,Air India,7,7382,1328,8710
2026-08-12,2026-08-19,BOM-BLR,Air India,7,8111,1459,9570
2026-08-12,2026-08-19,BOM-BLR,Air India,7,7104,1278,8382
2026-08-12,2026-08-19,BOM-BLR,Air India,7,7350,1323,8673
2026-08-12,2026-08-13,BOM-BLR,Air India,1,10607,1909,12516
2026-08-12,2026-08-13,BOM-BLR,Air India,1,11461,2062,13523
2026-08-12,2026-08-13,BOM-BLR,Air India,1,11497,2069,13566
2026-08-12,2026-08-13,BOM-BLR,Air India,1,10569,1902,12471
2026-08-12,2026-08-13,BOM-BLR,Air India,1,12197,2195,14392
2026-08-12,2026-09-26,BOM-BLR,Akasa,45,3416,614,4030
2026-08-12,2026-09-26,BOM-BLR,Akasa,45,3646,656,4302
2026-08-12,2026-09-26,BOM-BLR,Akasa,45,3480,626,4106
2026-08-12,2026-09-26,BOM-BLR,Akasa,45,3533,635,4168
2026-08-12,2026-09-26,BOM-BLR,Akasa,45,3321,597,3918
2026-08-12,2026-09-11,BOM-BLR,Akasa,30,4127,742,4869
2026-08-12,2026-09-11,BOM-BLR,Akasa,30,3681,662,4343
2026-08-12,2026-09-11,BOM-BLR,Akasa,30,3870,696,4566
2026-08-12,2026-09-11,BOM-BLR,Akasa,30,3827,688,4515
2026-08-12,2026-09-11,BOM-BLR,Akasa,30,3754,675,4429
2026-08-12,2026-08-27,BOM-BLR,Akasa,15,5135,924,6059
2026-08-12,2026-08-27,BOM-BLR,Akasa,15,4304,774,5078
2026-08-12,2026-08-27,BOM-BLR,Akasa,15,4689,844,5533
2026-08-12,2026-08-27,BOM-BLR,Akasa,15,4440,799,5239
2026-08-12,2026-08-27,BOM-BLR,Akasa,15,4278,770,5048
2026-08-12,2026-08-19,BOM-BLR,Akasa,7,5933,1067,7000
2026-08-12,2026-08-19,BOM-BLR,Akasa,7,5413,974,6387
2026-08-12,2026-08-19,BOM-BLR,Akasa,7,5708,1027,6735
2026-08-12,2026-08-19,BOM-BLR,Akasa,7,6039,1087,7126
2026-08-12,2026-08-19,BOM-BLR,Akasa,7,5772,1038,6810
2026-08-12,2026-08-13,BOM-BLR,Akasa,1,8113,1460,9573
2026-08-12,2026-08-13,BOM-BLR,Akasa,1,9907,1783,11690
2026-08-12,2026-08-13,BOM-BLR,Akasa,1,9390,1690,11080
2026-08-12,2026-08-13,BOM-BLR,Akasa,1,8434,1518,9952
2026-08-12,2026-08-13,BOM-BLR,Akasa,1,9272,1668,10940
2026-08-12,2026-09-26,BOM-BLR,SpiceJet,45,3070,552,3622
2026-08-12,2026-09-26,BOM-BLR,SpiceJet,45,3301,594,3895
2026-08-12,2026-09-26,BOM-BLR,SpiceJet,45,3505,630,4135
2026-08-12,2026-09-26,BOM-BLR,SpiceJet,45,3570,642,4212
2026-08-12,2026-09-26,BOM-BLR,SpiceJet,45,3598,647,4245
2026-08-12,2026-09-11,BOM-BLR,SpiceJet,30,3192,574,3766
2026-08-12,2026-09-11,BOM-BLR,SpiceJet,30,3150,567,3717
2026-08-12,2026-09-11,BOM-BLR,SpiceJet,30,3949,710,4659
2026-08-12,2026-09-11,BOM-BLR,SpiceJet,30,3786,681,4467
2026-08-12,2026-09-11,BOM-BLR,SpiceJet,30,3735,672,4407
2026-08-12,2026-08-27,BOM-BLR,SpiceJet,15,4171,750,4921
2026-08-12,2026-08-27,BOM-BLR,SpiceJet,15,4344,781,5125
2026-08-12,2026-08-27,BOM-BLR,SpiceJet,15,4551,819,5370
2026-08-12,2026-08-27,BOM-BLR,SpiceJet,15,4426,796,5222
2026-08-12,2026-08-27,BOM-BLR,SpiceJet,15,4081,734,4815
2026-08-12,2026-08-19,BOM-BLR,SpiceJet,7,6027,1084,7111
2026-08-12,2026-08-19,BOM-BLR,SpiceJet,7,5843,1051,6894
2026-08-12,2026-08-19,BOM-BLR,SpiceJet,7,5487,987,6474
2026-08-12,2026-08-19,BOM-BLR,SpiceJet,7,6080,1094,7174
2026-08-12,2026-08-19,BOM-BLR,SpiceJet,7,6096,1097,7193
2026-08-12,2026-08-13,BOM-BLR,SpiceJet,1,9085,1635,10720
2026-08-12,2026-08-13,BOM-BLR,SpiceJet,1,9565,1721,11286
2026-08-12,2026-08-13,BOM-BLR,SpiceJet,1,9514,1712,11226
2026-08-12,2026-08-13,BOM-BLR,SpiceJet,1,7665,1379,9044
2026-08-12,2026-08-13,BOM-BLR,SpiceJet,1,8667,1560,10227
2026-08-12,2026-09-26,DEL-CCU,IndiGo,45,5035,906,5941
2026-08-12,2026-09-26,DEL-CCU,IndiGo,45,5354,963,6317
2026-08-12,2026-09-26,DEL-CCU,IndiGo,45,4615,830,5445
2026-08-12,2026-09-26,DEL-CCU,IndiGo,45,4680,842,5522
2026-08-12,2026-09-26,DEL-CCU,IndiGo,45,5355,963,6318
2026-08-12,2026-09-11,DEL-CCU,IndiGo,30,5885,1059,6944
2026-08-12,2026-09-11,DEL-CCU,IndiGo,30,5829,1049,6878
2026-08-12,2026-09-11,DEL-CCU,IndiGo,30,5440,979,6419
2026-08-12,2026-09-11,DEL-CCU,IndiGo,30,5401,972,6373
2026-08-12,2026-09-11,DEL-CCU,IndiGo,30,5309,955,6264
2026-08-12,2026-08-27,DEL-CCU,IndiGo,15,6434,1158,7592
2026-08-12,2026-08-27,DEL-CCU,IndiGo,15,7280,1310,8590
2026-08-12,2026-08-27,DEL-CCU,IndiGo,15,7388,1329,8717
2026-08-12,2026-08-27,DEL-CCU,IndiGo,15,6548,1178,7726
2026-08-12,2026-08-27,DEL-CCU,IndiGo,15,7332,1319,8651
2026-08-12,2026-08-19,DEL-CCU,IndiGo,7,8765,1577,10342
2026-08-12,2026-08-19,DEL-CCU,IndiGo,7,8960,1612,10572
2026-08-12,2026-08-19,DEL-CCU,IndiGo,7,9573,1723,11296
2026-08-12,2026-08-19,DEL-CCU,IndiGo,7,7919,1425,9344
2026-08-12,2026-08-19,DEL-CCU,IndiGo,7,8022,1443,9465
2026-08-12,2026-08-13,DEL-CCU,IndiGo,1,14184,2553,16737
2026-08-12,2026-08-13,DEL-CCU,IndiGo,1,12142,2185,14327
2026-08-12,2026-08-13,DEL-CCU,IndiGo,1,12644,2275,14919
2026-08-12,2026-08-13,DEL-CCU,IndiGo,1,12801,2304,15105
2026-08-12,2026-08-13,DEL-CCU,IndiGo,1,13317,2397,15714
2026-08-12,2026-09-26,DEL-CCU,Air India,45,5631,1013,6644
2026-08-12,2026-09-26,DEL-CCU,Air India,45,5106,919,6025
2026-08-12,2026-09-26,DEL-CCU,Air India,45,5846,1052,6898
2026-08-12,2026-09-26,DEL-CCU,Air India,45,5177,931,6108
2026-08-12,2026-09-26,DEL-CCU,Air India,45,5528,995,6523
2026-08-12,2026-09-11,DEL-CCU,Air India,30,5643,1015,6658
2026-08-12,2026-09-11,DEL-CCU,Air India,30,5664,1019,6683
2026-08-12,2026-09-11,DEL-CCU,Air India,30,5522,993,6515
2026-08-12,2026-09-11,DEL-CCU,Air India,30,5701,1026,6727
2026-08-12,2026-09-11,DEL-CCU,Air India,30,6720,1209,7929
2026-08-12,2026-08-27,DEL-CCU,Air India,15,6970,1254,8224
2026-08-12,2026-08-27,DEL-CCU,Air India,15,7663,1379,9042
2026-08-12,2026-08-27,DEL-CCU,Air India,15,7832,1409,9241
2026-08-12,2026-08-27,DEL-CCU,Air India,15,7225,1300,8525
2026-08-12,2026-08-27,DEL-CCU,Air India,15,6735,1212,7947
2026-08-12,2026-08-19,DEL-CCU,Air India,7,9688,1743,11431
2026-08-12,2026-08-19,DEL-CCU,Air India,7,10373,1867,12240
2026-08-12,2026-08-19,DEL-CCU,Air India,7,9427,1696,11123
2026-08-12,2026-08-19,DEL-CCU,Air India,7,10474,1885,12359
2026-08-12,2026-08-19,DEL-CCU,Air India,7,10466,1883,12349
2026-08-12,2026-08-13,DEL-CCU,Air India,1,13341,2401,15742
2026-08-12,2026-08-13,DEL-CCU,Air India,1,15213,2738,17951
2026-08-12,2026-08-13,DEL-CCU,Air India,1,16706,3007,19713
2026-08-12,2026-08-13,DEL-CCU,Air India,1,16812,3026,19838
2026-08-12,2026-08-13,DEL-CCU,Air India,1,16200,2916,19116
2026-08-12,2026-09-26,DEL-CCU,Akasa,45,4521,813,5334
2026-08-12,2026-09-26,DEL-CCU,Akasa,45,4268,768,5036
2026-08-12,2026-09-26,DEL-CCU,Akasa,45,4286,771,5057
2026-08-12,2026-09-26,DEL-CCU,Akasa,45,5040,907,5947
2026-08-12,2026-09-26,DEL-CCU,Akasa,45,4605,828,5433
2026-08-12,2026-09-11,DEL-CCU,Akasa,30,5276,949,6225
2026-08-12,2026-09-11,DEL-CCU,Akasa,30,5612,1010,6622
2026-08-12,2026-09-11,DEL-CCU,Akasa,30,5315,956,6271
2026-08-12,2026-09-11,DEL-CCU,Akasa,30,4918,885,5803
2026-08-12,2026-09-11,DEL-CCU,Akasa,30,5112,920,6032
2026-08-12,2026-08-27,DEL-CCU,Akasa,15,6777,1219,7996
2026-08-12,2026-08-27,DEL-CCU,Akasa,15,6065,1091,7156
2026-08-12,2026-08-27,DEL-CCU,Akasa,15,6668,1200,7868
2026-08-12,2026-08-27,DEL-CCU,Akasa,15,5690,1024,6714
2026-08-12,2026-08-27,DEL-CCU,Akasa,15,6209,1117,7326
2026-08-12,2026-08-19,DEL-CCU,Akasa,7,9041,1627,10668
2026-08-12,2026-08-19,DEL-CCU,Akasa,7,7889,1420,9309
2026-08-12,2026-08-19,DEL-CCU,Akasa,7,8270,1488,9758
2026-08-12,2026-08-19,DEL-CCU,Akasa,7,9292,1672,10964
2026-08-12,2026-08-19,DEL-CCU,Akasa,7,8905,1602,10507
2026-08-12,2026-08-13,DEL-CCU,Akasa,1,12905,2322,15227
2026-08-12,2026-08-13,DEL-CCU,Akasa,1,11994,2158,14152
2026-08-12,2026-08-13,DEL-CCU,Akasa,1,12429,2237,14666
2026-08-12,2026-08-13,DEL-CCU,Akasa,1,12085,2175,14260
2026-08-12,2026-08-13,DEL-CCU,Akasa,1,11294,2032,13326
2026-08-12,2026-09-26,DEL-CCU,SpiceJet,45,3988,717,4705
2026-08-12,2026-09-26,DEL-CCU,SpiceJet,45,4028,725,4753
2026-08-12,2026-09-26,DEL-CCU,SpiceJet,45,4027,724,4751
2026-08-12,2026-09-26,DEL-CCU,SpiceJet,45,4942,889,5831
2026-08-12,2026-09-26,DEL-CCU,SpiceJet,45,4458,802,5260
2026-08-12,2026-09-11,DEL-CCU,SpiceJet,30,5441,979,6420
2026-08-12,2026-09-11,DEL-CCU,SpiceJet,30,4649,836,5485
2026-08-12,2026-09-11,DEL-CCU,SpiceJet,30,5299,953,6252
2026-08-12,2026-09-11,DEL-CCU,SpiceJet,30,4427,796,5223
2026-08-12,2026-09-11,DEL-CCU,SpiceJet,30,4711,847,5558
2026-08-12,2026-08-27,DEL-CCU,SpiceJet,15,5332,959,6291
2026-08-12,2026-08-27,DEL-CCU,SpiceJet,15,5900,1062,6962
2026-08-12,2026-08-27,DEL-CCU,SpiceJet,15,6021,1083,7104
2026-08-12,2026-08-27,DEL-CCU,SpiceJet,15,5988,1077,7065
2026-08-12,2026-08-27,DEL-CCU,SpiceJet,15,5484,987,6471
2026-08-12,2026-08-19,DEL-CCU,SpiceJet,7,8270,1488,9758
2026-08-12,2026-08-19,DEL-CCU,SpiceJet,7,7293,1312,8605
2026-08-12,2026-08-19,DEL-CCU,SpiceJet,7,7623,1372,8995
2026-08-12,2026-08-19,DEL-CCU,SpiceJet,7,8831,1589,10420
2026-08-12,2026-08-19,DEL-CCU,SpiceJet,7,7981,1436,9417
2026-08-12,2026-08-13,DEL-CCU,SpiceJet,1,12453,2241,14694
2026-08-12,2026-08-13,DEL-CCU,SpiceJet,1,11507,2071,13578
2026-08-12,2026-08-13,DEL-CCU,SpiceJet,1,11004,1980,12984
2026-08-12,2026-08-13,DEL-CCU,SpiceJet,1,13071,2352,15423
2026-08-12,2026-08-13,DEL-CCU,SpiceJet,1,10500,1890,12390
2026-08-12,2026-09-26,BLR-HYD,IndiGo,45,2736,492,3228
2026-08-12,2026-09-26,BLR-HYD,IndiGo,45,3168,570,3738
2026-08-12,2026-09-26,BLR-HYD,IndiGo,45,3050,549,3599
2026-08-12,2026-09-26,BLR-HYD,IndiGo,45,2634,474,3108
2026-08-12,2026-09-26,BLR-HYD,IndiGo,45,2881,518,3399
2026-08-12,2026-09-11,BLR-HYD,IndiGo,30,3255,585,3840
2026-08-12,2026-09-11,BLR-HYD,IndiGo,30,3455,621,4076
2026-08-12,2026-09-11,BLR-HYD,IndiGo,30,3042,547,3589
2026-08-12,2026-09-11,BLR-HYD,IndiGo,30,2852,513,3365
2026-08-12,2026-09-11,BLR-HYD,IndiGo,30,2978,536,3514
2026-08-12,2026-08-27,BLR-HYD,IndiGo,15,3495,629,4124
2026-08-12,2026-08-27,BLR-HYD,IndiGo,15,4100,738,4838
2026-08-12,2026-08-27,BLR-HYD,IndiGo,15,3696,665,4361
2026-08-12,2026-08-27,BLR-HYD,IndiGo,15,3586,645,4231
2026-08-12,2026-08-27,BLR-HYD,IndiGo,15,3810,685,4495
2026-08-12,2026-08-19,BLR-HYD,IndiGo,7,5637,1014,6651
2026-08-12,2026-08-19,BLR-HYD,IndiGo,7,4596,827,5423
2026-08-12,2026-08-19,BLR-HYD,IndiGo,7,4809,865,5674
2026-08-12,2026-08-19,BLR-HYD,IndiGo,7,5633,1013,6646
2026-08-12,2026-08-19,BLR-HYD,IndiGo,7,5470,984,6454
2026-08-12,2026-08-13,BLR-HYD,IndiGo,1,6967,1254,8221
2026-08-12,2026-08-13,BLR-HYD,IndiGo,1,8165,1469,9634
2026-08-12,2026-08-13,BLR-HYD,IndiGo,1,6732,1211,7943
2026-08-12,2026-08-13,BLR-HYD,IndiGo,1,7913,1424,9337
2026-08-12,2026-08-13,BLR-HYD,IndiGo,1,8155,1467,9622
2026-08-12,2026-09-26,BLR-HYD,Air India,45,3009,541,3550
2026-08-12,2026-09-26,BLR-HYD,Air India,45,3415,614,4029
2026-08-12,2026-09-26,BLR-HYD,Air India,45,3172,570,3742
2026-08-12,2026-09-26,BLR-HYD,Air India,45,3224,580,3804
2026-08-12,2026-09-26,BLR-HYD,Air India,45,2930,527,3457
2026-08-12,2026-09-11,BLR-HYD,Air India,30,3391,610,4001
2026-08-12,2026-09-11,BLR-HYD,Air India,30,3701,666,4367
2026-08-12,2026-09-11,BLR-HYD,Air India,30,3968,714,4682
2026-08-12,2026-09-11,BLR-HYD,Air India,30,3929,707,4636
2026-08-12,2026-09-11,BLR-HYD,Air India,30,3412,614,4026
2026-08-12,2026-08-27,BLR-HYD,Air India,15,4198,755,4953
2026-08-12,2026-08-27,BLR-HYD,Air India,15,4940,889,5829
2026-08-12,2026-08-27,BLR-HYD,Air India,15,4502,810,5312
2026-08-12,2026-08-27,BLR-HYD,Air India,15,4574,823,5397
2026-08-12,2026-08-27,BLR-HYD,Air India,15,4822,867,5689
2026-08-12,2026-08-19,BLR-HYD,Air India,7,6541,1177,7718
2026-08-12,2026-08-19,BLR-HYD,Air India,7,5454,981,6435
2026-08-12,2026-08-19,BLR-HYD,Air India,7,5976,1075,7051
2026-08-12,2026-08-19,BLR-HYD,Air India,7,5449,980,6429
2026-08-12,2026-08-19,BLR-HYD,Air India,7,6049,1088,7137
2026-08-12,2026-08-13,BLR-HYD,Air India,1,9438,1698,11136
2026-08-12,2026-08-13,BLR-HYD,Air India,1,8592,1546,10138
2026-08-12,2026-08-13,BLR-HYD,Air India,1,9156,1648,10804
2026-08-12,2026-08-13,BLR-HYD,Air India,1,8396,1511,9907
2026-08-12,2026-08-13,BLR-HYD,Air India,1,8340,1501,9841
2026-08-12,2026-09-26,BLR-HYD,Akasa,45,2856,514,3370
2026-08-12,2026-09-26,BLR-HYD,Akasa,45,2606,469,3075
2026-08-12,2026-09-26,BLR-HYD,Akasa,45,2666,479,3145
2026-08-12,2026-09-26,BLR-HYD,Akasa,45,2982,536,3518
2026-08-12,2026-09-26,BLR-HYD,Akasa,45,2561,460,3021
2026-08-12,2026-09-11,BLR-HYD,Akasa,30,2725,490,3215
2026-08-12,2026-09-11,BLR-HYD,Akasa,30,3006,541,3547
2026-08-12,2026-09-11,BLR-HYD,Akasa,30,3070,552,3622
2026-08-12,2026-09-11,BLR-HYD,Akasa,30,3204,576,3780
2026-08-12,2026-09-11,BLR-HYD,Akasa,30,2912,524,3436
2026-08-12,2026-08-27,BLR-HYD,Akasa,15,3399,611,4010
2026-08-12,2026-08-27,BLR-HYD,Akasa,15,3942,709,4651
2026-08-12,2026-08-27,BLR-HYD,Akasa,15,3277,589,3866
2026-08-12,2026-08-27,BLR-HYD,Akasa,15,3544,637,4181
2026-08-12,2026-08-27,BLR-HYD,Akasa,15,3312,596,3908
2026-08-12,2026-08-19,BLR-HYD,Akasa,7,4837,870,5707
2026-08-12,2026-08-19,BLR-HYD,Akasa,7,4669,840,5509
2026-08-12,2026-08-19,BLR-HYD,Akasa,7,4409,793,5202
2026-08-12,2026-08-19,BLR-HYD,Akasa,7,4866,875,5741
2026-08-12,2026-08-19,BLR-HYD,Akasa,7,4561,820,5381
2026-08-12,2026-08-13,BLR-HYD,Akasa,1,7587,1365,8952
2026-08-12,2026-08-13,BLR-HYD,Akasa,1,7491,1348,8839
2026-08-12,2026-08-13,BLR-HYD,Akasa,1,7935,1428,9363
2026-08-12,2026-08-13,BLR-HYD,Akasa,1,6412,1154,7566
2026-08-12,2026-08-13,BLR-HYD,Akasa,1,7040,1267,8307
2026-08-12,2026-09-26,BLR-HYD,SpiceJet,45,2748,494,3242
2026-08-12,2026-09-26,BLR-HYD,SpiceJet,45,2600,468,3068
2026-08-12,2026-09-26,BLR-HYD,SpiceJet,45,2853,513,3366
2026-08-12,2026-09-26,BLR-HYD,SpiceJet,45,2472,444,2916
2026-08-12,2026-09-26,BLR-HYD,SpiceJet,45,2282,410,2692
2026-08-12,2026-09-11,BLR-HYD,SpiceJet,30,3038,546,3584
2026-08-12,2026-09-11,BLR-HYD,SpiceJet,30,2520,453,2973
2026-08-12,2026-09-11,BLR-HYD,SpiceJet,30,3063,551,3614
2026-08-12,2026-09-11,BLR-HYD,SpiceJet,30,2850,513,3363
2026-08-12,2026-09-11,BLR-HYD,SpiceJet,30,3048,548,3596
2026-08-12,2026-08-27,BLR-HYD,SpiceJet,15,3625,652,4277
2026-08-12,2026-08-27,BLR-HYD,SpiceJet,15,3752,675,4427
2026-08-12,2026-08-27,BLR-HYD,SpiceJet,15,3426,616,4042
2026-08-12,2026-08-27,BLR-HYD,SpiceJet,15,3153,567,3720
2026-08-12,2026-08-27,BLR-HYD,SpiceJet,15,3842,691,4533
2026-08-12,2026-08-19,BLR-HYD,SpiceJet,7,4860,874,5734
2026-08-12,2026-08-19,BLR-HYD,SpiceJet,7,4584,825,5409
2026-08-12,2026-08-19,BLR-HYD,SpiceJet,7,4639,835,5474
2026-08-12,2026-08-19,BLR-HYD,SpiceJet,7,4809,865,5674
2026-08-12,2026-08-19,BLR-HYD,SpiceJet,7,5207,937,6144
2026-08-12,2026-08-13,BLR-HYD,SpiceJet,1,7673,1381,9054
2026-08-12,2026-08-13,BLR-HYD,SpiceJet,1,7669,1380,9049
2026-08-12,2026-08-13,BLR-HYD,SpiceJet,1,6271,1128,7399
2026-08-12,2026-08-13,BLR-HYD,SpiceJet,1,6451,1161,7612
2026-08-12,2026-08-13,BLR-HYD,SpiceJet,1,6391,1150,7541
2026-08-13,2026-09-27,DEL-BOM,IndiGo,45,3934,708,4642
2026-08-13,2026-09-27,DEL-BOM,IndiGo,45,3814,686,4500
2026-08-13,2026-09-27,DEL-BOM,IndiGo,45,4477,805,5282
2026-08-13,2026-09-27,DEL-BOM,IndiGo,45,4584,825,5409
2026-08-13,2026-09-27,DEL-BOM,IndiGo,45,4769,858,5627
2026-08-13,2026-09-12,DEL-BOM,IndiGo,30,4346,782,5128
2026-08-13,2026-09-12,DEL-BOM,IndiGo,30,5044,907,5951
2026-08-13,2026-09-12,DEL-BOM,IndiGo,30,4184,753,4937
2026-08-13,2026-09-12,DEL-BOM,IndiGo,30,5294,952,6246
2026-08-13,2026-09-12,DEL-BOM,IndiGo,30,4282,770,5052
2026-08-13,2026-08-28,DEL-BOM,IndiGo,15,5482,986,6468
2026-08-13,2026-08-28,DEL-BOM,IndiGo,15,5810,1045,6855
2026-08-13,2026-08-28,DEL-BOM,IndiGo,15,6294,1132,7426
2026-08-13,2026-08-28,DEL-BOM,IndiGo,15,5461,982,6443
2026-08-13,2026-08-28,DEL-BOM,IndiGo,15,5586,1005,6591
2026-08-13,2026-08-20,DEL-BOM,IndiGo,7,7178,1292,8470
2026-08-13,2026-08-20,DEL-BOM,IndiGo,7,7108,1279,8387
2026-08-13,2026-08-20,DEL-BOM,IndiGo,7,7364,1325,8689
2026-08-13,2026-08-20,DEL-BOM,IndiGo,7,7278,1310,8588
2026-08-13,2026-08-20,DEL-BOM,IndiGo,7,7025,1264,8289
2026-08-13,2026-08-14,DEL-BOM,IndiGo,1,11703,2106,13809
2026-08-13,2026-08-14,DEL-BOM,IndiGo,1,10081,1814,11895
2026-08-13,2026-08-14,DEL-BOM,IndiGo,1,11871,2136,14007
2026-08-13,2026-08-14,DEL-BOM,IndiGo,1,11325,2038,13363
2026-08-13,2026-08-14,DEL-BOM,IndiGo,1,10541,1897,12438
2026-08-13,2026-09-27,DEL-BOM,Air India,45,4850,873,5723
2026-08-13,2026-09-27,DEL-BOM,Air India,45,4495,809,5304
2026-08-13,2026-09-27,DEL-BOM,Air India,45,4919,885,5804
2026-08-13,2026-09-27,DEL-BOM,Air India,45,5011,901,5912
2026-08-13,2026-09-27,DEL-BOM,Air India,45,5385,969,6354
2026-08-13,2026-09-12,DEL-BOM,Air India,30,5995,1079,7074
2026-08-13,2026-09-12,DEL-BOM,Air India,30,5856,1054,6910
2026-08-13,2026-09-12,DEL-BOM,Air India,30,6057,1090,7147
2026-08-13,2026-09-12,DEL-BOM,Air India,30,5430,977,6407
2026-08-13,2026-09-12,DEL-BOM,Air India,30,6104,1098,7202
2026-08-13,2026-08-28,DEL-BOM,Air India,15,6563,1181,7744
2026-08-13,2026-08-28,DEL-BOM,Air India,15,6587,1185,7772
2026-08-13,2026-08-28,DEL-BOM,Air India,15,5988,1077,7065
2026-08-13,2026-08-28,DEL-BOM,Air India,15,5974,1075,7049
2026-08-13,2026-08-28,DEL-BOM,Air India,15,6538,1176,7714
2026-08-13,2026-08-20,DEL-BOM,Air India,7,8917,1605,10522
2026-08-13,2026-08-20,DEL-BOM,Air India,7,9555,1719,11274
2026-08-13,2026-08-20,DEL-BOM,Air India,7,9697,1745,11442
2026-08-13,2026-08-20,DEL-BOM,Air India,7,9396,1691,11087
2026-08-13,2026-08-20,DEL-BOM,Air India,7,8293,1492,9785
2026-08-13,2026-08-14,DEL-BOM,Air India,1,13804,2484,16288
2026-08-13,2026-08-14,DEL-BOM,Air India,1,12585,2265,14850
2026-08-13,2026-08-14,DEL-BOM,Air India,1,11743,2113,13856
2026-08-13,2026-08-14,DEL-BOM,Air India,1,14451,2601,17052
2026-08-13,2026-08-14,DEL-BOM,Air India,1,11832,2129,13961
2026-08-13,2026-09-27,DEL-BOM,Akasa,45,4434,798,5232
2026-08-13,2026-09-27,DEL-BOM,Akasa,45,3702,666,4368
2026-08-13,2026-09-27,DEL-BOM,Akasa,45,4364,785,5149
2026-08-13,2026-09-27,DEL-BOM,Akasa,45,4195,755,4950
2026-08-13,2026-09-27,DEL-BOM,Akasa,45,4043,727,4770
2026-08-13,2026-09-12,DEL-BOM,Akasa,30,4834,870,5704
2026-08-13,2026-09-12,DEL-BOM,Akasa,30,4462,803,5265
2026-08-13,2026-09-12,DEL-BOM,Akasa,30,4062,731,4793
2026-08-13,2026-09-12,DEL-BOM,Akasa,30,4678,842,5520
2026-08-13,2026-09-12,DEL-BOM,Akasa,30,4168,750,4918
2026-08-13,2026-08-28,DEL-BOM,Akasa,15,5192,934,6126
2026-08-13,2026-08-28,DEL-BOM,Akasa,15,5801,1044,6845
2026-08-13,2026-08-28,DEL-BOM,Akasa,15,5933,1067,7000
2026-08-13,2026-08-28,DEL-BOM,Akasa,15,5086,915,6001
2026-08-13,2026-08-28,DEL-BOM,Akasa,15,6010,1081,7091
2026-08-13,2026-08-20,DEL-BOM,Akasa,7,7809,1405,9214
2026-08-13,2026-08-20,DEL-BOM,Akasa,7,8162,1469,9631
2026-08-13,2026-08-20,DEL-BOM,Akasa,7,7089,1276,8365
2026-08-13,2026-08-20,DEL-BOM,Akasa,7,6544,1177,7721
2026-08-13,2026-08-20,DEL-BOM,Akasa,7,7366,1325,8691
2026-08-13,2026-08-14,DEL-BOM,Akasa,1,10223,1840,12063
2026-08-13,2026-08-14,DEL-BOM,Akasa,1,11209,2017,13226
2026-08-13,2026-08-14,DEL-BOM,Akasa,1,9800,1764,11564
2026-08-13,2026-08-14,DEL-BOM,Akasa,1,11505,2070,13575
2026-08-13,2026-08-14,DEL-BOM,Akasa,1,10495,1889,12384
2026-08-13,2026-09-27,DEL-BOM,SpiceJet,45,3939,709,4648
2026-08-13,2026-09-27,DEL-BOM,SpiceJet,45,3695,665,4360
2026-08-13,2026-09-27,DEL-BOM,SpiceJet,45,3478,626,4104
2026-08-13,2026-09-27,DEL-BOM,SpiceJet,45,3607,649,4256
2026-08-13,2026-09-27,DEL-BOM,SpiceJet,45,3841,691,4532
2026-08-13,2026-09-12,DEL-BOM,SpiceJet,30,4569,822,5391
2026-08-13,2026-09-12,DEL-BOM,SpiceJet,30,4660,838,5498
2026-08-13,2026-09-12,DEL-BOM,SpiceJet,30,4174,751,4925
2026-08-13,2026-09-12,DEL-BOM,SpiceJet,30,4176,751,4927
2026-08-13,2026-09-12,DEL-BOM,SpiceJet,30,4378,788,5166
2026-08-13,2026-08-28,DEL-BOM,SpiceJet,15,5155,927,6082
2026-08-13,2026-08-28,DEL-BOM,SpiceJet,15,4738,852,5590
2026-08-13,2026-08-28,DEL-BOM,SpiceJet,15,5602,1008,6610
2026-08-13,2026-08-28,DEL-BOM,SpiceJet,15,5824,1048,6872
2026-08-13,2026-08-28,DEL-BOM,SpiceJet,15,4712,848,5560
2026-08-13,2026-08-20,DEL-BOM,SpiceJet,7,7387,1329,8716
2026-08-13,2026-08-20,DEL-BOM,SpiceJet,7,6569,1182,7751
2026-08-13,2026-08-20,DEL-BOM,SpiceJet,7,6385,1149,7534
2026-08-13,2026-08-20,DEL-BOM,SpiceJet,7,6752,1215,7967
2026-08-13,2026-08-20,DEL-BOM,SpiceJet,7,6822,1227,8049
2026-08-13,2026-08-14,DEL-BOM,SpiceJet,1,11194,2014,13208
2026-08-13,2026-08-14,DEL-BOM,SpiceJet,1,10579,1904,12483
2026-08-13,2026-08-14,DEL-BOM,SpiceJet,1,9786,1761,11547
2026-08-13,2026-08-14,DEL-BOM,SpiceJet,1,9405,1692,11097
2026-08-13,2026-08-14,DEL-BOM,SpiceJet,1,11340,2041,13381
